일자,제휴사명,년월,년,월,일,요일,주차,기간,매체,디바이스,상품,노출,클릭,목표 광고비,집행 광고비,목표 결제금액,결제거래액,결제순매출액,목표 결제건수,결제건수,목표CPP,CPP,목표UV(D),UV(D),목표 증분UV,증분 UV,제휴사명2,제휴사명3,디바이스2
2024-10-10,구글_M_ACe,2024-10,2024,10,10,목,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,ACe,775828,8120,639921,664786,257422,25000,546,6,1,106654,664786,4238,5265,3141,3087,09_구글_ACe,16_구글_M_ACe,02_MC
2024-10-10,구글_M_디멘드젠,2024-10,2024,10,10,목,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,DemandGen,508174,8081,642236,673816,322580,369040,21298,5,2,128447,336908,2643,5749,2087,5545,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2024-10-11,네이버_PC_BS,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NAVER,PC,BR,29076,16793,961083,961084,136438232,183609951,11935349,1142,1238,842,776,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2024-10-11,네이버_M_BS,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NAVER,MOBILE,BR,39186,14228,1323423,1323423,73367949,181002580,9315044,755,1098,1753,1205,3114,3931,2402,2779,01_네이버_BS,02_네이버_M_BS,02_MC
2024-10-11,다음_PC_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,DAUM,PC,SA,4814,7,2506,618,144130,101800,1860,2,1,1253,618,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2024-10-11,다음_M_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,DAUM,MOBILE,SA,312310,3545,344936,293218,2210000,2407180,92573,32,33,10779,8885,1475,1290,1285,1147,03_다음_S,06_다음_M_S,02_MC
2024-10-11,네이버_PC_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NAVER,PC,SA,11235,3289,166500,220742,40000000,42663540,2998428,302,362,551,610,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2024-10-11,네이버_M_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NAVER,MOBILE,SA,23858004,50161,10034984,11162244,84207834,104845692,1616435,560,1163,17920,9598,18756,23036,17022,20738,02_네이버_S,04_네이버_M_S,02_MC
2024-10-11,구글_PC_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,GOOGLE,PC,SA,11791,8498,702840,380445,70000000,81478790,4421089,636,631,1105,603,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2024-10-11,구글_PC_S_쇼핑,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,GOOGLE,PC,SH,413057,2793,300000,262688,5527818,4061490,199183,61,44,4918,5970,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2024-10-11,구글_M_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,SA,540566,10999,3000000,2699503,25597131,20111420,962592,270,248,11111,10885,6095,4800,5012,3824,04_구글_S,08_구글_M_S,02_MC
2024-10-11,구글_M_S_쇼핑,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,SH,1532012,8665,1300581,1502381,7460788,18720850,715059,128,162,10161,9274,4099,4570,3078,3195,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2024-10-11,네이트_PC_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NATE,PC,SA,559684,981,306452,306452,6700000,3719630,312058,95,66,3226,4643,104,0,76,0,05_네이트,09_네이트_PC_S,01_PC
2024-10-11,네이트_M_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NATE,MOBILE,SA,53731,31,0,0,0,49850,3499,0,3,0,0,0,32,0,23,05_네이트,10_네이트_M_S,02_MC
2024-10-11,네이버_PC_S_쇼핑,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NAVER,PC,SH,95641,1255,283439,241234,7018592,8217440,101140,17,20,16673,12062,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2024-10-11,네이버_M_S_쇼핑,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NAVER,MOBILE,SH,365207,4079,611611,539572,6071295,7041940,74104,38,73,16095,7391,0,0,0,0,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2024-10-11,틱톡_M_S,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2024-10-11,네이트_PC_BS,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NATE,PC,BR,0,0,0,0,0,142430,12478,0,3,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2024-10-11,네이트_M_BS,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,NATE,MOBILE,BR,0,0,0,0,0,30600,612,0,1,0,0,0,71,0,67,05_네이트,10_네이트_M_S,02_MC
2024-10-11,구글_M_ACe,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,ACe,530420,4969,639925,715851,266994,0,0,10,0,63993,0,4238,3910,3050,2770,09_구글_ACe,16_구글_M_ACe,02_MC
2024-10-11,구글_M_디멘드젠,2024-10,2024,10,11,금,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,DemandGen,360118,6688,642236,623272,322580,210610,-1178,9,5,71360,124654,2643,5297,2089,4902,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2024-10-12,네이버_PC_BS,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NAVER,PC,BR,9325,5053,961083,961084,42928400,42653070,2285319,358,388,2685,2477,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2024-10-12,네이버_M_BS,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NAVER,MOBILE,BR,30878,11194,1323423,1323423,50876361,60934730,1786101,519,732,2550,1808,3114,3123,2362,2106,01_네이버_BS,02_네이버_M_BS,02_MC
2024-10-12,다음_PC_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,DAUM,PC,SA,2246,2,1300,228,72058,0,0,1,0,1300,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2024-10-12,다음_M_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,DAUM,MOBILE,SA,277203,3760,300000,302699,2015000,2745520,125756,28,38,10714,7966,1277,1433,1128,1264,03_다음_S,06_다음_M_S,02_MC
2024-10-12,네이버_PC_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NAVER,PC,SA,4775,883,60000,60914,9000000,11289180,725474,69,141,870,432,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2024-10-12,네이버_M_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NAVER,MOBILE,SA,16410624,33923,5727023,5704959,49448251,57631170,1204582,330,687,17355,8304,9769,15907,8866,13956,02_네이버_S,04_네이버_M_S,02_MC
2024-10-12,구글_PC_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,GOOGLE,PC,SA,4824,3060,400000,166132,27000000,21661230,1309954,245,272,1633,611,0,1,0,1,04_구글_S,07_구글_PC_S,01_PC
2024-10-12,구글_PC_S_쇼핑,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,GOOGLE,PC,SH,299647,1587,250000,152631,4072254,2794910,140004,45,35,5556,4361,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2024-10-12,구글_M_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,SA,606177,10917,2500000,2707183,20977660,16711340,809023,221,228,11312,11874,5081,5063,4143,4090,04_구글_S,08_구글_M_S,02_MC
2024-10-12,구글_M_S_쇼핑,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,SH,1522636,7281,950000,1057408,5871633,6668520,126397,101,123,9406,8597,2997,3824,2328,2585,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2024-10-12,네이트_PC_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NATE,PC,SA,239382,602,306452,306452,4500000,1819400,128231,64,31,4788,9886,104,0,76,0,05_네이트,09_네이트_PC_S,01_PC
2024-10-12,네이트_M_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NATE,MOBILE,SA,46117,28,0,0,0,102160,-2062,0,5,0,0,0,38,0,30,05_네이트,10_네이트_M_S,02_MC
2024-10-12,네이버_PC_S_쇼핑,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NAVER,PC,SH,47472,628,80000,99741,3514998,753360,-3728,11,8,7273,12468,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2024-10-12,네이버_M_S_쇼핑,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NAVER,MOBILE,SH,371098,4345,200000,449730,3869855,15501830,402469,23,130,8696,3459,0,2,0,2,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2024-10-12,틱톡_M_S,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2024-10-12,네이트_PC_BS,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NATE,PC,BR,0,0,0,0,0,27310,1934,0,2,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2024-10-12,네이트_M_BS,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,NATE,MOBILE,BR,0,0,0,0,0,17850,3598,0,1,0,0,0,42,0,34,05_네이트,10_네이트_M_S,02_MC
2024-10-12,구글_M_ACe,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,ACe,506689,3832,639921,756777,257422,57010,4402,7,2,91417,378389,4236,3359,3016,2877,09_구글_ACe,16_구글_M_ACe,02_MC
2024-10-12,구글_M_디멘드젠,2024-10,2024,10,12,토,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,DemandGen,335061,8111,642236,621524,322580,151980,5804,6,7,107039,88789,2642,6443,2050,5752,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2024-10-13,네이버_PC_BS,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NAVER,PC,BR,9253,4994,961083,961084,48890387,29788781,1447077,408,423,2356,2272,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2024-10-13,네이버_M_BS,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NAVER,MOBILE,BR,28974,10804,1323423,1323423,52988000,59010810,2072838,541,779,2446,1699,3114,2860,2334,1917,01_네이버_BS,02_네이버_M_BS,02_MC
2024-10-13,다음_PC_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,DAUM,PC,SA,2072,1,1300,437,72058,0,0,1,0,1300,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2024-10-13,다음_M_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,DAUM,MOBILE,SA,288089,3976,300000,328453,2015000,2205760,140130,29,48,10345,6843,1277,1485,1123,1281,03_다음_S,06_다음_M_S,02_MC
2024-10-13,네이버_PC_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NAVER,PC,SA,4500,795,59813,54350,10000000,7000450,436542,77,110,777,494,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2024-10-13,네이버_M_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NAVER,MOBILE,SA,16205680,34330,6028095,5547098,55519074,62493252,1044391,370,697,16292,7959,11278,16112,10230,14055,02_네이버_S,04_네이버_M_S,02_MC
2024-10-13,구글_PC_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,GOOGLE,PC,SA,5009,3152,400000,238203,30000000,25342970,995314,276,292,1449,816,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2024-10-13,구글_PC_S_쇼핑,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,GOOGLE,PC,SH,290429,1600,250000,138796,4219682,3719500,227456,46,43,5435,3228,0,1,0,1,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2024-10-13,구글_M_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,SA,721498,12509,2600000,3229360,23037323,16715860,626011,242,236,10744,13684,5285,5753,4279,4663,04_구글_S,08_구글_M_S,02_MC
2024-10-13,구글_M_S_쇼핑,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,SH,1485946,7647,950000,1139950,6298419,6757280,279653,108,116,8796,9827,2997,3917,2261,2617,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2024-10-13,네이트_PC_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NATE,PC,SA,217081,617,306452,306452,4500000,1452410,76893,67,26,4574,11787,104,0,76,0,05_네이트,09_네이트_PC_S,01_PC
2024-10-13,네이트_M_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NATE,MOBILE,SA,47762,42,0,0,0,305300,15826,0,7,0,0,0,46,0,35,05_네이트,10_네이트_M_S,02_MC
2024-10-13,네이버_PC_S_쇼핑,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NAVER,PC,SH,48015,627,80000,85833,3514998,4013410,-128066,12,7,6667,12262,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2024-10-13,네이버_M_S_쇼핑,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NAVER,MOBILE,SH,382846,4248,200000,349401,4051266,8182020,203284,27,79,7407,4423,0,2,0,2,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2024-10-13,틱톡_M_S,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2024-10-13,네이트_PC_BS,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2024-10-13,네이트_M_BS,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,NATE,MOBILE,BR,0,0,0,0,0,58200,3660,0,2,0,0,0,64,0,55,05_네이트,10_네이트_M_S,02_MC
2024-10-13,구글_M_ACe,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,ACe,406857,3297,639921,672088,257422,411110,18604,8,4,79990,168022,4236,2885,3083,2460,09_구글_ACe,16_구글_M_ACe,02_MC
2024-10-13,구글_M_디멘드젠,2024-10,2024,10,13,일,41,2024-10-07~2024-10-13,GOOGLE,MOBILE,DemandGen,471442,8217,642236,625659,322580,148850,1998,7,5,91748,125132,2642,6744,2030,5934,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2024-10-14,네이버_PC_BS,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NAVER,PC,BR,31025,16974,961083,961084,123394386,167160291,11157820,1028,1297,935,741,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2024-10-14,네이버_M_BS,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NAVER,MOBILE,BR,35310,12922,1323423,1323423,70299740,75572240,3244267,717,820,1846,1614,3114,3601,2317,2448,01_네이버_BS,02_네이버_M_BS,02_MC
2024-10-14,다음_PC_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,DAUM,PC,SA,5612,6,1200,846,72058,0,0,1,0,1200,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2024-10-14,다음_M_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,DAUM,MOBILE,SA,317132,3745,280000,304570,1885000,2997180,146853,27,46,10370,6621,1191,1397,1042,1208,03_다음_S,06_다음_M_S,02_MC
2024-10-14,네이버_PC_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NAVER,PC,SA,11953,3696,160000,249509,33000000,58856170,4466272,254,393,630,635,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2024-10-14,네이버_M_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NAVER,MOBILE,SA,17818440,33980,5492916,6126855,48041355,49170900,1117217,320,583,17165,10509,10266,15217,9317,13151,02_네이버_S,04_네이버_M_S,02_MC
2024-10-14,구글_PC_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,GOOGLE,PC,SA,11117,7812,560000,466521,65000000,82519730,4814941,591,631,948,739,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2024-10-14,구글_PC_S_쇼핑,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,GOOGLE,PC,SH,296555,2101,240000,124197,5405092,4811730,287319,59,59,4068,2105,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2024-10-14,구글_M_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,SA,639196,12119,2700000,2873764,21122449,24385601,1151157,222,249,12162,11541,5488,5459,4409,4274,04_구글_S,08_구글_M_S,02_MC
2024-10-14,구글_M_S_쇼핑,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,SH,1195834,6966,950000,1120664,5886345,6717000,235881,101,125,9406,8965,2997,3804,2184,2405,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2024-10-14,네이트_PC_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NATE,PC,SA,576402,1186,306452,306452,4700000,5756200,210779,67,74,4574,4141,104,0,76,0,05_네이트,09_네이트_PC_S,01_PC
2024-10-14,네이트_M_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NATE,MOBILE,SA,46464,38,0,0,0,99200,11658,0,4,0,0,0,43,0,34,05_네이트,10_네이트_M_S,02_MC
2024-10-14,네이버_PC_S_쇼핑,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NAVER,PC,SH,103953,1057,150000,139023,4100834,4741900,69822,10,18,15000,7724,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2024-10-14,네이버_M_S_쇼핑,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NAVER,MOBILE,SH,336690,2783,220000,233273,5094611,9417400,324800,31,44,7097,5302,1,0,0,0,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2024-10-14,틱톡_M_S,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2024-10-14,네이트_PC_BS,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NATE,PC,BR,0,0,0,0,0,65760,7565,0,2,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2024-10-14,네이트_M_BS,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,NATE,MOBILE,BR,0,0,0,0,0,92840,5907,0,1,0,0,0,63,0,55,05_네이트,10_네이트_M_S,02_MC
2024-10-14,구글_M_ACe,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,ACe,639954,7920,639921,662486,257422,71610,3589,7,4,91417,165622,4238,5342,3052,3179,09_구글_ACe,16_구글_M_ACe,02_MC
2024-10-14,구글_M_디멘드젠,2024-10,2024,10,14,월,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,DemandGen,464560,7652,642236,643156,322580,145100,23106,6,3,107039,214385,2643,4704,2012,4363,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2024-10-15,네이버_PC_BS,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NAVER,PC,BR,30146,16387,961083,961084,123394386,169286110,10630804,1028,1145,935,839,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2024-10-15,네이버_M_BS,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NAVER,MOBILE,BR,35439,12641,1323423,1323423,70299740,77763280,3578145,717,685,1846,1932,3114,3588,2298,2333,01_네이버_BS,02_네이버_M_BS,02_MC
2024-10-15,다음_PC_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,DAUM,PC,SA,5173,2,1200,266,72058,0,0,1,0,1200,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2024-10-15,다음_M_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,DAUM,MOBILE,SA,334540,3540,280000,293617,1885000,2578370,232804,27,47,10370,6247,1191,1327,1038,1123,03_다음_S,06_다음_M_S,02_MC
2024-10-15,네이버_PC_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NAVER,PC,SA,11435,3441,150000,232389,33000000,53223700,3885411,254,411,591,565,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2024-10-15,네이버_M_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NAVER,MOBILE,SA,16923445,32781,5324422,5954981,46507980,43402360,1054678,310,511,17176,11654,9952,14822,9032,12732,02_네이버_S,04_네이버_M_S,02_MC
2024-10-15,구글_PC_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,GOOGLE,PC,SA,10725,7668,560000,468779,63000000,69244340,4839710,573,614,977,763,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2024-10-15,구글_PC_S_쇼핑,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,GOOGLE,PC,SH,383703,3019,240000,225103,5146332,9070450,463287,57,74,4211,3042,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2024-10-15,구글_M_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,SA,597857,11826,2700000,2787738,20873947,21020781,879863,220,225,12273,12390,5488,5169,4375,3994,04_구글_S,08_구글_M_S,02_MC
2024-10-15,구글_M_S_쇼핑,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,SH,1365256,7756,950000,1020720,5886345,10052500,252476,101,106,9406,9629,2997,3919,2162,2428,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2024-10-15,네이트_PC_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NATE,PC,SA,561861,1121,306452,306452,4700000,6250650,435373,67,80,4574,3831,104,0,76,0,05_네이트,09_네이트_PC_S,01_PC
2024-10-15,네이트_M_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NATE,MOBILE,SA,50012,43,0,0,0,216250,-14884,0,4,0,0,0,40,0,30,05_네이트,10_네이트_M_S,02_MC
2024-10-15,네이버_PC_S_쇼핑,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NAVER,PC,SH,97541,994,150000,134539,4100834,3228230,172389,10,9,15000,14949,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2024-10-15,네이버_M_S_쇼핑,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NAVER,MOBILE,SH,309223,2783,220000,238526,4956917,13423230,558846,30,26,7333,9174,1,1,1,1,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2024-10-15,틱톡_M_S,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2024-10-15,네이트_PC_BS,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NATE,PC,BR,0,0,0,0,0,230140,22035,0,4,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2024-10-15,네이트_M_BS,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,NATE,MOBILE,BR,0,0,0,0,0,327180,30695,0,2,0,0,0,64,0,54,05_네이트,10_네이트_M_S,02_MC
2024-10-15,구글_M_ACe,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,ACe,665435,7710,639921,660928,257422,73500,7672,6,3,106654,220309,4238,5173,2999,2972,09_구글_ACe,16_구글_M_ACe,02_MC
2024-10-15,구글_M_디멘드젠,2024-10,2024,10,15,화,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,DemandGen,401820,7774,642236,633398,322580,0,0,6,0,107039,0,2643,4932,1994,4534,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2024-10-16,네이버_PC_BS,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,NAVER,PC,BR,28726,10917,961083,961084,123394386,151580282,10166833,1028,1116,935,861,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2024-10-16,네이버_M_BS,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,NAVER,MOBILE,BR,32291,16018,1323423,1323423,70299740,75526390,3639162,717,656,1846,2017,3114,3251,2278,2126,01_네이버_BS,02_네이버_M_BS,02_MC
2024-10-16,다음_PC_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,DAUM,PC,SA,5064,5,1200,504,72058,0,0,1,0,1200,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2024-10-16,다음_M_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,DAUM,MOBILE,SA,299278,3451,280000,280260,1885000,824870,56319,27,22,10370,12739,1191,1332,1033,1137,03_다음_S,06_다음_M_S,02_MC
2024-10-16,네이버_PC_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,NAVER,PC,SA,11177,3324,150000,226984,33000000,51000190,3927676,254,368,591,617,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2024-10-16,네이버_M_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,NAVER,MOBILE,SA,14724626,26946,5207487,5121270,45239149,37452450,644954,302,416,17243,12311,9733,12127,8833,10427,02_네이버_S,04_네이버_M_S,02_MC
2024-10-16,구글_PC_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,GOOGLE,PC,SA,9910,6762,560000,552788,60000000,73236140,5014400,545,544,1028,1016,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2024-10-16,구글_PC_S_쇼핑,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,GOOGLE,PC,SH,467944,3050,240000,224783,4801329,4548430,275915,53,60,4528,3746,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2024-10-16,구글_M_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,SA,591582,11832,2700000,3069712,20501201,21087540,941991,216,244,12500,12581,5488,5148,4340,3882,04_구글_S,08_구글_M_S,02_MC
2024-10-16,구글_M_S_쇼핑,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,GOOGLE,MOBILE,SH,1433037,7127,950000,967152,5886345,3950870,134865,101,95,9406,10181,2997,3672,2139,2454,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2024-10-16,네이트_PC_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,NATE,PC,SA,532700,1055,306452,306452,4700000,4211840,291905,67,65,4574,4715,104,0,76,0,05_네이트,09_네이트_PC_S,01_PC
2024-10-16,네이트_M_S,2024-10,2024,10,16,수,42,2024-10-14~2024-10-20,NATE,MOBILE,SA,43814,33,0,0,0,41800,1693,0,2,0,0,0,39,0,29,05_네이트,10_네이트_M_S,02_MC
